SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit
(You're Puttin') A Rush On MeStephanie Mills,No Explicit Content,352933,30,0.751,0.625,E,-11.256,minor,0.055,0.0267,0.00702,0.0545,0.475,101.943,4,0
(You've Got To) Move Two MountainsMarv Johnson,No Explicit Content,165933,5,0.735,0.724,Bb,-7.91,major,0.0494,0.686,0.0000335,0.126,0.96,130.355,4,0
(You've Got) Personality And Chantilly LaceMitch Ryder,No Explicit Content,223133,0,0.529,0.88,F,-8.782,major,0.0823,0.0883,0.000394,0.342,0.784,133.742,4,0
(Your Love Keeps Lifting Me) Higher And HigherJackie Wilson,No Explicit Content,181066,70,0.631,0.69,D,-6.676,major,0.0531,0.176,0,0.121,0.938,94.574,4,0
(everybody Wanna Get Rich) Rite AwayDr. John,No Explicit Content,163933,54,0.746,0.916,A,-10.061,major,0.0772,0.518,0.0686,0.0785,0.971,99.926,4,0
(i've Been) Searchin' So LongChicago,No Explicit Content,268426,41,0.194,0.591,C,-6.181,major,0.0318,0.118,0.0000643,0.2,0.164,171.066,4,0
(if You Add) All The Love In The WorldMac Davis,No Explicit Content,213106,5,0.371,0.433,Bb,-10.908,major,0.0343,0.66,0.0000133,0.103,0.359,159.27,4,0
(oh) Pretty WomanVan Halen,No Explicit Content,172670,53,0.441,0.97,C#/Db,-2.1,minor,0.0708,0.192,1.68E-6,0.312,0.5,128.289,4,0
(she's) Sexy + 17Stray Cats,No Explicit Content,194066,42,0.525,0.931,A,-5.593,major,0.0583,0.00831,0,0.106,0.75,89.9,4,0
(what) In The Name Of LoveNaked Eyes,No Explicit Content,267066,31,0.705,0.751,E,-12.224,minor,0.0385,0.0646,0.000172,0.0881,0.833,113.482,4,0
"(you're So Square) Baby, I Don't CareJoni Mitchell",No Explicit Content,158000,18,0.399,0.62,G,-12.266,major,0.0427,0.194,0.00428,0.325,0.594,172.014,4,0
(your Love Has Lifted Me) Higher And HigherRita Coolidge,No Explicit Content,241720,44,0.656,0.646,Bb,-9.169,minor,0.0336,0.0575,0.00464,0.16,0.75,117.586,4,0
***FlawlessBeyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Explicit Content,234413,68,0.639,0.659,G#/Ab,-7.273,major,0.215,0.241,8.33E-6,0.484,0.457,136.801,4,0
......And Roses And RosesAndy Williams,No Explicit Content,166106,38,0.154,0.185,F,-14.063,major,0.0315,0.911,0.000267,0.112,0.15,83.969,4,0
...And Then There Were DrumsSandy Nelson,No Explicit Content,172066,11,0.588,0.672,B,-17.278,minor,0.0361,0.00256,0.745,0.145,0.801,121.962,4,0
...Baby One More TimeBritney Spears,No Explicit Content,211066,77,0.759,0.699,C,-5.745,minor,0.0307,0.202,0.000131,0.443,0.907,92.96,4,1
0 To 100 / The Catch UpDrake,Explicit Content,275226,73,0.707,0.709,B,-3.979,minor,0.34,0.763,0,0.274,0.501,89.094,4,0
1 NightLil Yachty,Explicit Content,243269,72,0.762,0.476,C,-12.686,major,0.114,0.366,0,0.103,0.375,130.007,4,0
1 ThingAmerie,No Explicit Content,238760,59,0.612,0.961,Bb,-3.078,minor,0.333,0.107,0.0000417,0.0413,0.867,129.873,5,0
1+1Beyonce,No Explicit Content,273880,60,0.303,0.384,F#,-7.342,major,0.0339,0.381,5.14E-6,0.0661,0.261,63.345,5,0
"1, 2 ManyLuke Combs & Brooks & Dunn",No Explicit Content,180906,73,0.54,0.821,F#,-3.789,major,0.0875,0.0397,0,0.423,0.685,148.791,4,0
"1, 2 StepCiara Featuring Missy Elliott",No Explicit Content,203786,75,0.944,0.511,F,-10.96,minor,0.161,0.042,0.00107,0.0379,0.842,113.046,4,0
"1, 2, 3, 4 (Sumpin' New)Coolio",No Explicit Content,214306,49,0.91,0.681,C#/Db,-9.639,minor,0.153,0.288,0.00477,0.372,0.7,115.186,4,0
"1, 2, 3, 4Plain White T's",No Explicit Content,198360,62,0.458,0.55,D,-7.092,major,0.0262,0.566,0.0000139,0.108,0.56,90.56,4,0
10 BandsDrake,Explicit Content,177733,66,0.835,0.756,G,-3.789,major,0.382,0.23,0,0.0801,0.87,173,4,0
10 Freaky GirlsMetro Boomin Featuring 21 Savage,Explicit Content,208293,79,0.81,0.353,F#,-9.931,minor,0.31,0.588,0,0.102,0.0727,88.031,4,0
10 Little BottlesJohnny Bond,No Explicit Content,245506,16,0.451,0.467,G,-8.304,major,0.212,0.898,0,0.971,0.582,91.331,4,0
100 GrandkidsMac Miller,Explicit Content,278506,65,0.735,0.749,Bb,-3.766,minor,0.0874,0.371,0,0.47,0.373,93.718,4,0
100 YearsFive For Fighting,No Explicit Content,244600,66,0.643,0.569,G,-7.459,major,0.0276,0.544,0.0000217,0.178,0.275,120.507,4,0
100 YearsNancy Sinatra,No Explicit Content,151510,13,0.383,0.478,C,-10.247,major,0.0287,0.54,0.0000181,0.123,0.341,98.463,3,0
100% Pure LoveCrystal Waters,No Explicit Content,278626,54,0.813,0.711,F,-7.375,minor,0.0477,0.0888,0.00876,0.0585,0.737,120.235,4,0
100The Game Featuring Drake,Explicit Content,334360,62,0.801,0.521,E,-9.871,minor,0.28,0.0136,0,0.179,0.412,108.025,4,0
1234Feist,No Explicit Content,183666,59,0.71,0.491,D,-7.382,major,0.0504,0.219,1.99E-6,0.0859,0.638,109.933,4,0
1400 / 999 FreestyleTrippie Redd Featuring Juice WRLD,Explicit Content,175954,83,0.825,0.572,F#,-6.067,minor,0.0864,0.0079,0,0.113,0.568,141.991,4,0
143Bobby Brackins Featuring Ray J,Explicit Content,206813,44,0.834,0.758,B,-7.135,major,0.106,0.0113,0,0.0238,0.759,98.021,4,0
16 CandlesThe Crests,No Explicit Content,172460,37,0.591,0.472,Bb,-4.906,major,0.0261,0.733,0,0.0987,0.627,114.097,3,0
17 AgainBrantley Gilbert,No Explicit Content,239773,42,0.432,0.872,C#/Db,-4.911,major,0.0358,0.0108,0.0000114,0.372,0.67,173.945,4,0
17Rick James,No Explicit Content,249653,27,0.795,0.732,C#/Db,-10.487,major,0.0562,0.0176,0.000784,0.499,0.874,119.315,4,0
18 And LifeSkid Row,No Explicit Content,229960,70,0.466,0.648,C#/Db,-11.101,minor,0.028,0.0023,0.0000149,0.112,0.305,90.435,4,0
18 Yellow RosesBobby Darin,No Explicit Content,139640,27,0.59,0.466,E,-12.161,major,0.0306,0.662,1.8E-6,0.163,0.772,128.291,4,0
18One Direction,No Explicit Content,248360,74,0.681,0.582,F#,-7.76,minor,0.0313,0.22,0,0.119,0.221,124.038,4,0
19 Somethin'Mark Wills,No Explicit Content,200466,58,0.588,0.813,E,-5.042,major,0.076,0.184,0,0.0783,0.818,90.072,4,0
19 You + MeDan + Shay,No Explicit Content,217406,63,0.493,0.67,F#,-5.131,major,0.0298,0.319,0,0.102,0.451,151.989,3,0
1900 YesterdayLiz Damon's Orient Express,No Explicit Content,177693,29,0.607,0.238,G#/Ab,-17.222,major,0.0268,0.901,0.0014,0.117,0.402,101.89,4,0
1901Phoenix,No Explicit Content,193106,66,0.591,0.831,C,-5.647,major,0.0415,0.0605,0.0000467,0.19,0.705,144.084,4,0
1941Tom Northcott,No Explicit Content,172693,0,0.522,0.626,F#,-7.337,major,0.0304,0.334,0,0.194,0.744,99.707,4,0
1942 FlowsMeek Mill,Explicit Content,282666,61,0.63,0.628,D,-4.016,major,0.327,0.0515,0,0.091,0.266,121.307,5,0
1942G-Eazy Featuring Yo Gotti & YBN Nahmir,Explicit Content,213080,72,0.817,0.646,E,-5.12,minor,0.249,0.0152,0,0.125,0.835,162.898,4,0
1973James Blunt,No Explicit Content,280026,69,0.72,0.668,A,-7.928,major,0.0269,0.0652,0.00664,0.0789,0.768,123.007,4,0
1979The Smashing Pumpkins,No Explicit Content,266200,75,0.765,0.788,Eb,-9.896,major,0.0332,0.0166,0.588,0.0513,0.964,126.879,4,0
1984Spirit,No Explicit Content,217133,13,0.537,0.595,G#/Ab,-8.749,minor,0.0442,0.134,0.00294,0.0764,0.698,130.988,4,0
1985 (Intro To The Fall Off)J. Cole,Explicit Content,190176,70,0.678,0.648,D,-5.892,major,0.445,0.147,0,0.182,0.635,94.336,4,0
1985Bowling For Soup,No Explicit Content,193000,70,0.606,0.887,E,-4.404,major,0.0598,0.000242,0,0.337,0.903,119.974,4,0
1994Jason Aldean,No Explicit Content,242680,53,0.598,0.777,B,-6.676,minor,0.0396,0.183,0,0.111,0.821,159.942,4,0
1999Prince,No Explicit Content,379266,68,0.866,0.73,F,-8.201,major,0.0767,0.137,0,0.0843,0.625,118.523,4,0
19Paul Hardcastle,No Explicit Content,210853,47,0.753,0.897,B,-8.54,major,0.073,0.00281,0.73,0.351,0.937,117.937,4,0
19th Nervous BreakdownThe Rolling Stones,No Explicit Content,236400,51,0.493,0.824,E,-7.154,major,0.0394,0.0162,0.0856,0.258,0.825,96.618,4,0
1st Of Tha MonthBone Thugs-N-Harmony,Explicit Content,314680,65,0.729,0.581,F,-8.235,minor,0.18,0.0777,3.81E-6,0.696,0.508,74.038,4,0
1st TimeYung Joc Featuring Marques Houston & Trey Songz,Explicit Content,267626,41,0.686,0.603,F#,-6.112,major,0.202,0.0981,0,0.102,0.778,133.034,4,0
2 OnTinashe Featuring ScHoolboy Q,Explicit Content,227000,69,0.742,0.595,A,-7.51,major,0.107,0.15,0,0.111,0.431,101.013,4,0
2 PhonesKevin Gates,Explicit Content,240000,71,0.895,0.681,G,-5.267,minor,0.358,0.157,0,0.189,0.554,121.918,4,0
2 ReasonsTrey Songz Featuring T.I.,Explicit Content,197626,53,0.734,0.746,B,-5.088,major,0.0762,0.00135,0,0.178,0.539,94.033,4,0
2 StepUnk,Explicit Content,322933,53,0.721,0.72,A,-6.145,minor,0.192,0.0564,0,0.173,0.643,76.976,4,0
2012 (It Ain't The End)Jay Sean Featuring Nicki Minaj,No Explicit Content,222200,55,0.718,0.801,C,-2.581,major,0.0386,0.226,0,0.39,0.538,127.016,4,0
21 GunsGreen Day,No Explicit Content,321093,76,0.268,0.742,F,-4.939,major,0.0355,0.0518,0,0.626,0.416,159.779,4,0
21 Questions50 Cent Featuring Nate Dogg,Explicit Content,224426,70,0.547,0.807,F#,-4.083,minor,0.36,0.388,0.0000911,0.0436,0.919,79.823,3,1
21st Century GirlWillow,No Explicit Content,183144,0,0.832,0.823,A,-6.097,major,0.0385,0.02,0.84,0.148,0.438,127.985,4,0
223'sYNW Melly & 9lokknine,Explicit Content,176640,87,0.932,0.547,C,-7.787,minor,0.333,0.0388,0,0.0924,0.695,94.998,4,0
22Taylor Swift,No Explicit Content,230133,62,0.664,0.739,G,-6.539,major,0.0377,0.0027,0.00273,0.0742,0.703,104.012,4,0
"23Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",Explicit Content,252520,70,0.863,0.605,D,-5.231,major,0.0572,0.000366,3.71E-6,0.132,0.327,140.031,4,0
24 HoursTeeFLii Featuring 2 Chainz,Explicit Content,215986,48,0.833,0.638,C#/Db,-9.119,major,0.0441,0.0392,4.83E-6,0.173,0.399,100.01,4,0
24'sT.I.,Explicit Content,282906,56,0.739,0.725,F#,-4.301,major,0.203,0.227,0,0.0991,0.582,162.06,4,0
25 Or 6 To 4Chicago,No Explicit Content,289800,65,0.604,0.905,E,-7.059,minor,0.0578,0.309,0.0632,0.0837,0.723,147.448,4,0
25 To LifeEminem,Explicit Content,241586,67,0.701,0.931,G#/Ab,-0.945,minor,0.243,0.239,0,0.194,0.362,79.996,4,0
26 CentsThe Wilkinsons,No Explicit Content,231400,35,0.641,0.462,B,-7.99,major,0.0265,0.65,0,0.159,0.317,101.067,4,0
2UDavid Guetta Featuring Justin Bieber,No Explicit Content,194906,67,0.542,0.654,G#/Ab,-5.862,minor,0.0537,0.23,0,0.241,0.563,144.971,4,0
3 A.M. EternalThe KLF,No Explicit Content,347218,27,0.616,0.894,A,-12.781,minor,0.0555,0.000764,0.155,0.924,0.756,117.362,4,0
3 Headed SnakeGunna Featuring Young Thug,Explicit Content,241995,68,0.914,0.415,F#,-10.708,major,0.464,0.0536,0,0.131,0.646,135.03,4,0
3 Little WordsNu Flavor,No Explicit Content,256306,35,0.709,0.469,B,-7.083,minor,0.0278,0.504,0,0.045,0.256,113.986,4,0
3 PeatLil Wayne,Explicit Content,199426,58,0.616,0.632,F#,-7.562,minor,0.386,0.00114,0,0.0844,0.47,79.811,4,0
30 For 30 FreestyleDrake,Explicit Content,253934,56,0.707,0.619,E,-9.143,minor,0.409,0.671,0,0.123,0.317,88.955,4,0
3000 MilesBrian Hyland,No Explicit Content,161333,9,0.548,0.659,C,-9.837,major,0.0491,0.71,0,0.305,0.722,119.618,4,0
31 DaysFuture,Explicit Content,240682,56,0.875,0.644,C#/Db,-6.554,major,0.222,0.267,0,0.125,0.788,139.086,4,0
31 FlavorsThe Shirelles,No Explicit Content,118333,9,0.662,0.671,C,-3.045,major,0.0294,0.304,0,0.341,0.92,130.922,4,0
32 FlavorsAlana Davis,No Explicit Content,227306,35,0.659,0.702,D,-9.255,major,0.0308,0.11,0.000136,0.365,0.402,94.28,4,0
360 Degrees (What Goes Around)Grand Puba,No Explicit Content,240866,17,0.959,0.75,F#,-7.732,major,0.171,0.0277,0,0.0713,0.766,102.418,4,0
365Zedd & Katy Perry,No Explicit Content,181899,78,0.745,0.693,D,-5.479,minor,0.034,0.339,0,0.123,0.248,98.039,4,0
3rd Man ThemeHerb Alpert & The Tijuana Brass,No Explicit Content,153973,25,0.553,0.677,E,-10.831,minor,0.0712,0.423,0.962,0.185,0.768,153.174,4,0
4 - By The BeatlesThe Beatles,No Explicit Content,305973,33,0.527,0.522,C,-10.614,major,0.0259,0.717,0.000595,0.142,0.73,85.155,4,0
4 Da GangFuture,Explicit Content,187748,55,0.705,0.474,D,-7.534,major,0.355,0.0751,0,0.229,0.179,146.244,4,0
4 EverLil' Mo Featuring Fabolous,No Explicit Content,222946,9,0.683,0.657,F#,-10.668,major,0.099,0.0279,0.0000449,0.367,0.764,99.059,4,0
4 In The MorningGwen Stefani,No Explicit Content,291106,50,0.709,0.822,Bb,-6.178,major,0.0341,0.194,0.000153,0.119,0.456,92.409,4,0
4 MinutesAvant,No Explicit Content,240320,48,0.825,0.6,Bb,-5.378,major,0.162,0.091,0,0.123,0.607,119.956,4,0
4 MinutesGlee Cast,No Explicit Content,189400,44,0.675,0.942,G,-3.096,minor,0.0518,0.0052,0.000167,0.0764,0.414,112.938,4,0
4 MinutesMadonna Featuring Justin Timberlake & Timbaland,No Explicit Content,189693,70,0.753,0.931,D,-4.922,major,0.0652,0.00994,0.00696,0.234,0.767,113.029,4,0
4 My Town (Play Ball)Birdman Featuring Drake & Lil Wayne,Explicit Content,261266,44,0.461,0.624,C#/Db,-6.909,major,0.278,0.0546,0,0.303,0.511,152.167,4,0
4 Your Eyez OnlyJ. Cole,Explicit Content,530253,66,0.704,0.481,B,-10.493,minor,0.363,0.378,0.0000709,0.0874,0.494,78.628,4,0
"4, 5, 6Sole Featuring JT Money & Kandi",Explicit Content,255760,23,0.82,0.664,B,-4.308,minor,0.0683,0.0485,0,0.0539,0.762,79.987,4,0
409The Beach Boys,No Explicit Content,120866,42,0.459,0.7,G,-4.751,major,0.0306,0.749,0,0.258,0.853,159.428,4,0
44 MoreLogic,Explicit Content,188600,75,0.829,0.589,C#/Db,-7.055,major,0.202,0.0635,0,0.113,0.233,139.971,4,0
442 Glenwood AvenueThe Pixies Three,No Explicit Content,134640,6,0.674,0.584,C,-12.91,major,0.0367,0.723,0,0.0719,0.961,131.237,4,0
4422Drake Featuring Sampha,No Explicit Content,186293,64,0.621,0.247,B,-12.291,minor,0.0393,0.499,0.0239,0.113,0.221,111.974,4,0
444+222Lil Uzi Vert,Explicit Content,247347,65,0.791,0.513,Bb,-6.568,minor,0.269,0.0235,0.0000283,0.101,0.481,76.997,4,0
4th DimensionKIDS SEE GHOSTS Featuring Louis Prima,Explicit Content,153351,71,0.765,0.542,C#/Db,-6.755,major,0.39,0.278,0.0000187,0.609,0.734,171.945,4,0
5 D (Fifth Dimension)The Byrds,No Explicit Content,154640,4,0.212,0.518,D,-11.186,major,0.042,0.667,0,0.341,0.52,175.538,3,0
5 Miles To EmptyBrownstone,No Explicit Content,225933,20,0.671,0.733,Eb,-10.884,minor,0.0283,0.0000501,0.858,0.0745,0.803,123.577,4,0
5 O'ClockNonchalant,No Explicit Content,302640,31,0.731,0.758,Bb,-8.322,minor,0.116,0.112,1.64E-6,0.0987,0.8,86.105,4,0
5 O'ClockT-Pain Featuring Wiz Khalifa & Lily Allen,Explicit Content,281533,61,0.4,0.882,G,-1.958,minor,0.334,0.168,0,0.124,0.385,167.114,4,0
5 StarYo Gotti,Explicit Content,247440,40,0.715,0.809,A,-5.598,major,0.205,0.0607,0,0.352,0.636,76.493,4,0
5% TintTravis Scott,Explicit Content,196138,73,0.712,0.481,E,-5.415,minor,0.0487,0.173,0,0.241,0.062,140,4,0
50 Ways To Leave Your LoverPaul Simon,No Explicit Content,217346,70,0.815,0.372,G,-12.814,major,0.0752,0.166,0.000116,0.0767,0.293,101.684,4,1
50 Ways To Say GoodbyeTrain,No Explicit Content,247946,66,0.591,0.935,F#,-2.664,major,0.0478,0.000284,0.000278,0.142,0.736,140.043,4,0
500 Miles Away From HomeBobby Bare,No Explicit Content,162560,48,0.501,0.429,G,-10.803,major,0.0293,0.669,0,0.539,0.551,108.948,4,0
500 MilesHooters,No Explicit Content,262060,51,0.534,0.732,G,-7.29,minor,0.0404,0.548,0.0000491,0.0845,0.67,74.799,4,0
57 Channels (And Nothin' On)Bruce Springsteen,No Explicit Content,145466,35,0.894,0.316,G,-18.975,major,0.0978,0.608,0.0153,0.111,0.64,132.061,4,0
6 Foot 7 FootLil Wayne Featuring Cory Gunz,Explicit Content,248586,71,0.365,0.751,D,-5.429,major,0.304,0.000707,0,0.318,0.604,79.119,4,0
6 GodDrake,Explicit Content,180666,64,0.857,0.639,D,-8.622,major,0.128,0.0239,0,0.121,0.477,105.504,4,0
6 InchBeyonce Featuring The Weeknd,Explicit Content,260440,68,0.516,0.637,F#,-8.832,major,0.0632,0.0433,3.89E-6,0.11,0.324,138.011,4,0
6 KissTrippie Redd Featuring Juice WRLD & YNW Melly,Explicit Content,199436,84,0.687,0.449,D,-10.061,major,0.154,0.109,0,0.282,0.229,142.048,4,0
6 ManDrake,Explicit Content,167653,62,0.798,0.529,G#/Ab,-9.288,major,0.482,0.227,0,0.114,0.368,78.967,4,0
6 Minutes Of PleasureLL Cool J,No Explicit Content,274053,23,0.596,0.671,Bb,-10.859,minor,0.15,0.0148,0.221,0.109,0.89,200.121,4,0
6 UndergroundSneaker Pimps,No Explicit Content,228840,50,0.587,0.687,C#/Db,-8.635,minor,0.0509,0.0281,0.14,0.121,0.402,169.938,4,0
66Lil Yachty Featuring Trippie Redd,Explicit Content,153474,68,0.667,0.723,F,-4.31,minor,0.27,0.0455,0.000179,0.213,0.251,148.057,4,0
679Fetty Wap Featuring Remy Boyz,Explicit Content,196693,76,0.618,0.717,G,-5.738,major,0.318,0.00256,0,0.625,0.603,190.05,4,0
7 And 7 IsLove,No Explicit Content,139160,41,0.453,0.788,A,-9.23,minor,0.0341,0.00438,0.000121,0.131,0.55,78.504,4,0
7 DaysCraig David,No Explicit Content,235133,71,0.659,0.812,E,-7.499,minor,0.0487,0.23,0,0.0951,0.888,83.013,4,0
7 RingsAriana Grande,Explicit Content,178626,91,0.778,0.317,C#/Db,-10.732,minor,0.334,0.592,0,0.0881,0.327,140.048,4,1
7 Rooms Of GloomFour Tops,No Explicit Content,154573,33,0.452,0.694,Eb,-8.552,minor,0.0399,0.246,0,0.267,0.874,89.262,4,0
7 SecondsYoussou N'Dour & Neneh Cherry,No Explicit Content,305773,60,0.68,0.702,C#/Db,-9.621,minor,0.0267,0.0838,1.79E-6,0.326,0.509,154.198,4,0
7 ThingsMiley Cyrus,No Explicit Content,213453,63,0.599,0.893,C#/Db,-4.404,minor,0.0376,0.018,0,0.0772,0.591,107.033,4,0
7 YearsLukas Graham,No Explicit Content,237300,81,0.765,0.473,Bb,-5.829,major,0.0514,0.287,0,0.391,0.34,119.992,4,0
7Prince And The New Power Generation,No Explicit Content,178266,53,0.738,0.79,D,-8.308,major,0.036,0.0165,0.00282,0.296,0.573,135.148,4,0
8 Out Of 10Drake,Explicit Content,195720,66,0.529,0.69,D,-7.87,major,0.74,0.161,0,0.498,0.311,170.54,4,0
8 X 10Bill Anderson,No Explicit Content,167440,8,0.4,0.235,F,-17.508,major,0.0455,0.232,0.0000404,0.348,0.507,93.236,4,0
808Blaque,No Explicit Content,306693,42,0.867,0.42,C#/Db,-9.478,major,0.167,0.00328,3.18E-6,0.0887,0.367,121.66,4,0
80s MercedesMaren Morris,No Explicit Content,211767,63,0.485,0.834,A,-5.413,major,0.0715,0.0665,0,0.28,0.659,90.933,4,0
8Billie Eilish,No Explicit Content,173201,80,0.735,0.235,Eb,-13.239,major,0.315,0.698,0.00604,0.107,0.462,62.446,4,0
8th Of NovemberBig & Rich,No Explicit Content,298240,49,0.259,0.729,D,-2.665,major,0.0418,0.117,0,0.438,0.284,169.11,3,0
8th WonderSugarhill Gang,No Explicit Content,446506,32,0.871,0.937,C#/Db,-8.536,major,0.195,0.298,0,0.634,0.675,106.494,4,0
8th World WonderKimberley Locke,No Explicit Content,240733,32,0.537,0.758,G,-4.065,major,0.0249,0.0103,0,0.131,0.295,100.041,4,0
9 PieceRick Ross Featuring Lil Wayne Or T.I.,Explicit Content,239986,50,0.684,0.647,B,-6.777,major,0.285,0.00266,0,0.309,0.179,145.156,4,0
9 To 5Dolly Parton,No Explicit Content,162466,77,0.554,0.783,F#,-5.852,major,0.0457,0.416,1.54E-6,0.631,0.813,105.39,4,1
911Wyclef Jean Featuring Mary J. Blige,No Explicit Content,259333,47,0.747,0.646,G,-9.185,major,0.191,0.273,3.7E-6,0.0931,0.73,87.011,4,0
92 ExplorerPost Malone,Explicit Content,211426,76,0.802,0.743,G,-4.82,minor,0.0474,0.269,1.36E-6,0.121,0.877,146.03,4,0
93 'til InfinitySouls Of Mischief,No Explicit Content,286440,69,0.59,0.672,C#/Db,-11.792,major,0.412,0.125,1.04E-6,0.147,0.688,206.247,4,0
96 Tears? (Question Mark) & The Mysterians,No Explicit Content,176866,54,0.65,0.562,G,-5.965,major,0.0345,0.0624,0.0000321,0.076,0.882,123.674,4,1
96 TearsBig Maybelle,No Explicit Content,143280,37,0.696,0.851,G,-5.385,major,0.0506,0.0236,0.0309,0.055,0.889,119.479,4,0
96 TearsGarland Jeffreys,No Explicit Content,185573,32,0.647,0.645,B,-11.395,major,0.0307,0.000527,0.00201,0.0914,0.902,117.683,4,0
99 LuftballonsNena,No Explicit Content,232466,74,0.575,0.555,E,-7.495,major,0.0453,0.103,1.3E-6,0.111,0.504,95.361,4,0
99 ProblemsJAY-Z,Explicit Content,234626,61,0.547,0.951,C#/Db,-4.079,minor,0.151,0.00272,0.0000114,0.0862,0.51,95.031,4,0
99 ProblemsTony Lucca,No Explicit Content,143760,19,0.613,0.81,D,-4.115,major,0.0593,0.0222,0,0.206,0.875,166.019,4,0
99 WorldsPeter Wolf,No Explicit Content,216106,6,0.671,0.917,C,-10.351,major,0.0397,0.231,0.0000267,0.676,0.911,133.288,4,0
992 ArgumentsThe O'Jays,No Explicit Content,366373,24,0.627,0.804,F,-11.43,minor,0.0446,0.0107,0.000051,0.164,0.798,130.167,4,0
99Toto,No Explicit Content,316053,49,0.482,0.471,Bb,-13.873,minor,0.0334,0.181,0.00167,0.112,0.342,88.557,4,0
9Drake,Explicit Content,255786,62,0.7,0.721,D,-7.296,major,0.0447,0.000855,0.00112,0.257,0.0378,100.003,4,0
A Bad GoodbyeClint Black With Wynonna,No Explicit Content,219293,40,0.401,0.261,B,-10.409,major,0.0315,0.8,1.63E-6,0.215,0.192,70.805,4,0
A Bay BayHurricane Chris,No Explicit Content,257120,54,0.577,0.668,F#,-4.884,major,0.514,0.105,0,0.0924,0.702,60.709,3,0
A Beautiful MorningThe Rascals,No Explicit Content,151800,49,0.503,0.484,F,-12.833,minor,0.0311,0.399,0,0.345,0.8,122.203,4,0
A Beautiful StorySonny & Cher,No Explicit Content,172800,9,0.474,0.328,G,-10.766,major,0.0338,0.737,0,0.128,0.602,159.172,3,0
A Better LoveLondonbeat,No Explicit Content,240400,17,0.626,0.603,A,-14.718,major,0.0338,0.107,0.0000984,0.34,0.749,95.734,4,0
A Bitter EndDeryl Dodd,No Explicit Content,218979,29,0.595,0.418,A,-8.092,major,0.0308,0.568,0.0000127,0.116,0.25,138.069,4,0
"A Boy Is A GunTyler, The Creator",Explicit Content,210253,73,0.417,0.689,D,-8.302,minor,0.178,0.575,0,0.496,0.505,79.568,4,0
A Boy Named SueJohnny Cash,No Explicit Content,233813,62,0.63,0.489,Bb,-12.144,major,0.18,0.77,0,0.381,0.796,101.876,4,0
A Boy Without A GirlFrankie Avalon,No Explicit Content,117093,12,0.474,0.22,E,-14.031,major,0.0262,0.749,6.08E-6,0.154,0.361,98.988,3,0
A Brand New MeDusty Springfield,No Explicit Content,177133,3,0.399,0.285,G,-11.61,major,0.0295,0.936,0.0000106,0.373,0.306,135.146,3,0
A Breath Taking GuyThe Supremes,No Explicit Content,146560,6,0.604,0.529,D,-7.491,major,0.0335,0.899,0,0.166,0.8,109.627,4,0
A Case Of YouJames Wolpert,No Explicit Content,232660,31,0.613,0.229,G#/Ab,-9.5,major,0.03,0.839,0,0.0997,0.502,94.109,4,0
A Certain GirlErnie K-Doe,No Explicit Content,165826,29,0.81,0.712,C#/Db,-9.166,major,0.0398,0.653,0,0.214,0.955,129.113,4,0
A Certain GirlWarren Zevon,No Explicit Content,188200,30,0.694,0.726,B,-12.987,major,0.0427,0.322,0,0.293,0.968,121.977,4,0
A Certain SmileJohnny Mathis,No Explicit Content,168293,39,0.233,0.337,F,-10.031,major,0.0307,0.854,1.53E-6,0.274,0.218,73.576,4,0
